"trope","word","loglikelihood","totalTropeDialogue"
"Ascended Extra","treatment",3.0164851185682,687
"Bears Are Bad News","look",3.01643077041477,87
"Brother–Sister Incest","child",3.01642330245112,192
"Leave Me Alone!","child",3.01642330245112,192
"Self-Restraint","child",3.01642330245112,192
"Lady of Black Magic","wait",3.01638540351935,105
"Fighting from the Inside","wait",3.01638540351935,105
"Skewed Priorities","true",3.01613653947373,102
"Adaptational Jerkass","true",3.01613653947373,102
"Smug Snake","make",3.01606040250659,457
"Not So Stoic","make",3.01606040250659,457
"Robot Master","could",3.01594177220916,55
"Captain's Log","could",3.01594177220916,55
"Fashionable Asymmetry","could",3.01594177220916,55
"Turns Red","could",3.01594177220916,55
"The High Queen","such",3.01592028986682,120
"Chronic Hero Syndrome","guess",3.01589539518071,198
"Chronic Hero Syndrome","each",3.01589539518071,198
"Yamato Nadeshiko","guess",3.01589539518071,198
"Yamato Nadeshiko","each",3.01589539518071,198
"Overshadowed by Awesome","pray",3.01589539518071,198
"Proud Warrior Race Guy","center",3.01585986274328,315
"Girly Girl with a Tomboy Streak","that",3.01579798799776,27
"Improvised Weapon","that",3.01579798799776,27
"Secretly Dying","that",3.01579798799776,27
"Energy Ball","that",3.01579798799776,27
"Elite Tweak","that",3.01579798799776,27
"Dynamic Entry","that",3.01579798799776,27
"Legacy Character","eager",3.01571138156013,226
"I Regret Nothing","star",3.0156164825362,207
"I Regret Nothing","player",3.0156164825362,207
"I Regret Nothing","sometimes",3.0156164825362,207
"Five-Finger Discount","give",3.01554518372277,88
"Underestimating Badassery","commando",3.01554518372277,88
"Underestimating Badassery","biotic",3.01554518372277,88
"Was Once a Man","give",3.01554518372277,88
"One-Hit Kill","light",3.01551730995443,133
"Younger Than They Look","may",3.01544596903349,229
"Loved by All","may",3.01544596903349,229
"Supporting Leader","safety",3.01543998338785,312
"Big Bad Friend","you",3.01535578028252,81
"Adapted Out","X.",3.01530036635627,140
"Narcissist","imagine",3.01529292980665,109
"Alas, Poor Villain","bind",3.01523534261646,383
"The Lost Lenore","clear",3.0151549834174,483
"Guns Akimbo","still",3.01514149148921,90
"More than Mind Control","still",3.01514149148921,90
"Ambiguously Bi","more",3.01510780310524,129
"Badass Adorable","um",3.01510686290671,480
"Adam Smith Hates Your Guts","get",3.01501404809959,39
"Suspicious Video-Game Generosity","get",3.01501404809959,39
"Work Off the Debt","get",3.01501404809959,39
"Signature Headgear","get",3.01501404809959,39
"Cool Helmet","we",3.01495380313618,67
"A Child Shall Lead Them","honor",3.01494395455977,214
"Jerk with a Heart of Jerk","until",3.01481725354039,117
"Jerk with a Heart of Jerk","send",3.01481725354039,117
"Red Oni, Blue Oni","hope",3.01478610520766,460
"Cool Crown","love",3.0147581757678,277
"Verbal Tic","get",3.01474837215628,188
"The Paladin","today",3.01469020839572,270
"Friendly Sniper","seem",3.01462697774438,57
"Scars are Forever","seem",3.01462697774438,57
"Walking Shirtless Scene","that",3.01443003061283,349
"Godzilla Threshold","there",3.01437207560817,34
"The Cameo","keep",3.01425908171086,361
"Badass Normal","exactly",3.01419175156938,253
"Dual Wielding","look",3.01414482816673,420
"And Now You Must Marry Me","sorrow",3.0138764263645,197
"What You Are in the Dark","guard",3.01380568300818,78
"Multi-Melee Master","witness",3.01355714257557,325
"Too Dumb to Live","our",3.01352937012262,249
"Straw Nihilist","our",3.01352937012262,249
"Dark Messiah","far",3.0133534864042,122
"Red and Black and Evil All Over","assure",3.01328309999125,150
"That Man Is Dead","lead",3.01322889726307,115
"Male Gaze","that",3.0130968759822,211
"Hair of Gold, Heart of Gold","that",3.0130968759822,211
"Missing Mom","again",3.01303853640116,141
"Broken Pedestal","us",3.01280006329519,233
"Heartbroken Badass","let",3.01266428956112,313
"Fusion Dance","return",3.01257615536348,261
"Battle Theme Music","journey",3.01244512918288,144
"Alphabetical Theme Naming","go",3.01243702886624,12
"Anti-Air","go",3.01243702886624,12
"Hold Your Hippogriffs","go",3.01243702886624,12
"Legendary Weapon","go",3.01243702886624,12
"Panicky Expectant Father","go",3.01243702886624,12
"Politically Incorrect Hero","go",3.01243702886624,12
"Power-Up Letdown","go",3.01243702886624,12
"Second Place Is for Winners","go",3.01243702886624,12
"Shipping Torpedo","go",3.01243702886624,12
"Always Accurate Attack","go",3.01243702886624,12
"Communications Officer","go",3.01243702886624,12
"The End","go",3.01243702886624,12
"Fictional Social Network","go",3.01243702886624,12
"Love Freak","go",3.01243702886624,12
"Magic Skirt","go",3.01243702886624,12
"Naïve Everygirl","go",3.01243702886624,12
"New Transfer Student","go",3.01243702886624,12
"Nightmare Fuel Station Attendant","go",3.01243702886624,12
"Rail Enthusiast","go",3.01243702886624,12
"""Silly Me"" Gesture","go",3.01243702886624,12
"Took a Level in Cheerfulness","go",3.01243702886624,12
"Pyrrhic Victory","go",3.01243702886624,12
"Visionary Villain","go",3.01243702886624,12
"Deadly Distant Finale","go",3.01243702886624,12
"The Eeyore","go",3.01243702886624,12
"Innocent Prodigy","go",3.01243702886624,12
"Kid-Appeal Character","go",3.01243702886624,12
"Linear Warriors, Quadratic Wizards","go",3.01243702886624,12
"Parting-Words Regret","go",3.01243702886624,12
"Shadowed Face, Glowing Eyes","go",3.01243702886624,12
"Action Survivor","enough",3.01219606808365,130
"In the Hood","enough",3.01219606808365,130
"Tomboy","want",3.0121602595026,54
"Insufferable Genius","next.",3.01209560822746,170
"Real After All","next.",3.01209560822746,170
"Tragic Villain","kind",3.01208924678227,332
"The Heretic","indeed",3.01197359880646,196
"Distaff Counterpart","order",3.01197359880646,196
"Rank Scales with Asskicking","order",3.01197359880646,196
"Rank Scales with Asskicking","indeed",3.01197359880646,196
"Gentle Giant","help",3.01197359880646,196
"Not So Stoic","not",3.01178274017796,457
"Jerkass Realization","once",3.01177317290168,61
"Love Makes You Crazy","how",3.01177317290168,61
"Love Makes You Crazy","once",3.01177317290168,61
"The Sneaky Guy","thank",3.01176182826316,43
"Death by Childbirth","thank",3.01176182826316,43
"Sorry I'm Late","thank",3.01176182826316,43
"Spotting the Thread","seek",3.01169962943726,124
"Noble Bigot","seek",3.01169962943726,124
"A Taste of Power","seek",3.01169962943726,124
"Master of Illusion","my",3.01153673279397,151
"No-Sell","my",3.01153673279397,151
"A Day in the Limelight","there",3.01151308785567,164
"Limit Break","yet",3.0114048581374,857
"With Us or Against Us","single",3.01140082577116,266
"Violence is the Only Option","never",3.01138554546977,57
"Luckily, My Shield Will Protect Me","keep",3.01134010568436,75
"That Liar Lies","keep",3.01134010568436,75
"The Cameo","in.",3.01130786108855,361
"It's All About Me","because",3.01096817877673,280
"Manly Facial Hair","same",3.01096817877673,280
"Combat Medic","same",3.01096817877673,280
"Freudian Trio","regard",3.01089954744394,319
"Half-Human Hybrid","offer",3.01081369271593,285
"From Nobody to Nightmare","already",3.01077481437217,119
"Head-in-the-Sand Management","meet",3.01069323491264,50
"Ghostly Goals","alas",3.01060407508702,187
"Hidden Depths","your",3.01056855385335,904
"Backup from Otherworld","friend",3.01049560516363,192
"Mad Scientist","great",3.0103349168736,102
"Boss Subtitles","great",3.0103349168736,102
"Adrenaline Makeover","disappear",3.01032197513705,141
"Dying as Yourself","upon",3.01008337556065,316
"Not Quite Dead","upon",3.01008337556065,316
"Commonality Connection","or",3.01004600746719,104
"Exact Words","appear",3.00999165167558,273
"Dirty Old Man","laugh",3.00992436014616,209
"Redemption Equals Death","heart",3.00992436014616,209
"Nice Girl","hmm",3.00985423866748,675
"Nice Girl","bearer",3.00985423866748,675
"Nice Girl","shone",3.00985423866748,675
"Nice Girl","dim",3.00985423866748,675
"Nice Girl","falter",3.00985423866748,675
"Nice Girl","stead",3.00985423866748,675
"Nice Girl","presage",3.00985423866748,675
"Nice Girl","beseech",3.00985423866748,675
"Nice Girl","dwelleth",3.00985423866748,675
"Nice Girl","reveal",3.00985423866748,675
"Nice Girl","liveth",3.00985423866748,675
"The Dreaded","reliant",3.00985233114252,329
"The Dreaded","mankind",3.00985233114252,329
"The Dreaded","ourselves",3.00985233114252,329
"The Dreaded","determine",3.00985233114252,329
"Evil Redhead","myself",3.00972913394749,151
"Self-Made Orphan","little",3.00960820643235,313
"Heartbroken Badass","stand",3.00960820643235,313
"Poor Communication Kills","two",3.00958141945338,244
"Reformed, but Not Tamed","his",3.0095073716926,70
"Platonic Life-Partners","his",3.0095073716926,70
"Walking the Earth","some",3.00944689390377,173
"Gameplay and Story Integration","some",3.00944689390377,173
"Overrated and Underleveled","peace",3.00943677213173,98
"Been There, Shaped History","entirely",3.00941020633141,165
"Been There, Shaped History","famed",3.00941020633141,165
"Been There, Shaped History","slayer",3.00941020633141,165
"Been There, Shaped History","prudent",3.00941020633141,165
"Been There, Shaped History","precaution",3.00941020633141,165
"Been There, Shaped History","duly",3.00941020633141,165
"Been There, Shaped History","note",3.00941020633141,165
"Pretty in Mink","day",3.00932643266785,63
"Compressed Hair","day",3.00932643266785,63
"Neutral Female","old",3.00909698412186,109
"Playing with Fire","hard",3.0090469191306,425
"Reluctant Ruler","funny",3.00889690159126,200
"Like Brother and Sister","funny",3.00889690159126,200
"Ironic Name","out",3.00864122504751,76
"Grand Theft Me","eye",3.00861170447074,246
"The Brigadier","must",3.00860298669206,35
"Leaning on the Fourth Wall","god",3.00851480665415,194
"Big Good","up",3.00837585515709,996
"Fragile Speedster","still",3.00827774721227,435
"Battle Couple","save",3.0081796970379,260
"History Repeats","might",3.00816929797371,117
"Shoot the Medic First","strength",3.00799723186211,392
"Sibling Team","anything",3.00795894902019,133
"Redeeming Replacement","anything",3.00795894902019,133
"Savvy Guy, Energetic Girl","anything",3.00795894902019,133
"Good Scars, Evil Scars","rule",3.00795377012752,271
"Light Feminine and Dark Feminine","wonder",3.00792377291235,147
"Strange Minds Think Alike","wonder",3.00792377291235,147
"Given Name Reveal","nonetheless",3.00792377291235,147
"Determinator","realm",3.00790642951202,589
"Determinator","grip",3.00790642951202,589
"Badass Longcoat","outside",3.00786936228356,248
"Badass Longcoat","elf",3.00786936228356,248
"All-Loving Hero","banish",3.00779016622123,394
"Light Is Not Good","full",3.00766664937067,227
"You Fool!","soul",3.00755203973728,137
"Unstoppable Rage","please",3.00755203973728,137
"Evil Plan","soul",3.00755203973728,137
"Face Palm","let",3.00753587245673,31
"Casting Gag","let",3.00753587245673,31
"""It"" Is Dehumanizing","let",3.00753587245673,31
"Mad Scientist's Beautiful Daughter","from",3.00752628868839,46
"Drowning My Sorrows","from",3.00752628868839,46
"I Can't Believe a Guy Like You Would Notice Me","from",3.00752628868839,46
"Pair the Spares","from",3.00752628868839,46
"The Wise Prince","set",3.0074265887444,108
"Mr. Exposition","gate",3.00740228889665,738
"Papa Wolf","panicking",3.0072957887326,399
"Green-Eyed Monster","kill",3.00724573237156,180
"All There in the Manual","deal",3.00720194524102,437
"Disproportionate Retribution","why",3.00711444978455,296
"Character Tics","child",3.00695812373487,193
"Loved by All","see",3.00674070305966,229
"Memento MacGuffin","the",3.00673514119043,35
"Back from the Dead","alive",3.00671643210736,199
"Say My Name","well",3.00669097976017,29
"Hero-Worshipper","say",3.00662741577202,184
"Forceful Kiss","say",3.00662741577202,184
"Little ""No""","say",3.00662741577202,184
"Sweet Tooth","say",3.00662741577202,184
"Karma Houdini","kind",3.0066090377488,333
"""Not So Different"" Remark","many",3.00646736504304,613
"Manly Man","make",3.0064385538635,218
"Cool Old Guy","trap",3.00640504832418,988
"Cool Old Guy","adventurer",3.00640504832418,988
"Cool Old Guy","along",3.00640504832418,988
"Brutal Honesty","about",3.00632819362083,353
"Gender Flip","then",3.0061256064529,51
"Big Brother Instinct","through",3.00576121776615,162
"Worthy Opponent","shut",3.00573755570919,376
"Fluffy Fashion Feathers","be",3.00566143284538,174
"Reformed, but Not Tamed","power",3.00553972932077,70
"Card-Carrying Villain","memory",3.00552379073413,291
"One-Winged Angel","seven",3.00540054163042,606
"Older Than They Look","where",3.00536932539974,632
"Relationship Values","live",3.00526345529778,101
"Expy","such",3.00518409533363,581
"Limit Break","sacred",3.00515935090247,857
"Call-Forward","you",3.00503476446892,167
"Heroic Self-Deprecation","word",3.0049232679416,90
"The Quiet One","word",3.0049232679416,90
"Tomboy and Girly Girl","part",3.00477234931606,150
"White Magician Girl","part",3.00477234931606,150
"Villains Out Shopping","friend",3.00476651289328,40
"Beast Man","friend",3.00476651289328,40
"Misanthrope Supreme","walk",3.00456199566142,234
"Four-Star Badass","follow",3.00444090418272,523
"Healing Hands","thee",3.00432691888712,317
"Batman Gambit","thee",3.00432691888712,317
"Arm Cannon","thing",3.00418325651858,103
"Mercy Kill","road",3.00417422492673,390
"Actually Pretty Funny","its",3.00415245441554,104
"Commonality Connection","its",3.00415245441554,104
"Shout-Out","close",3.00404900937261,372
"Shout-Out","throne",3.00404900937261,372
"Shout-Out","turn",3.00404900937261,372
"Defector from Decadence","throne",3.00404900937261,372
"Defector from Decadence","turn",3.00404900937261,372
"Infinite Supplies","though",3.00400912088176,116
"New Tech Is Not Cheap","though",3.00400912088176,116
"Nouveau Riche","though",3.00400912088176,116
"Unlimited Wardrobe","though",3.00400912088176,116
"Big Damn Heroes","fail",3.00394082151343,775
"Big Damn Heroes","assume",3.00394082151343,775
"Orcus on His Throne","seven",3.00381428645394,126
"Sugar-and-Ice Personality","seven",3.00381428645394,126
"Flash Step","seven",3.00381428645394,126
"Baby Don't Got Back","use",3.00381428645394,126
"Suspiciously Similar Substitute","little",3.00379684578477,314
"Death Glare","captain",3.00378170855224,94
"World's Best Warrior","trouble",3.00374964324075,163
"Do Not Call Me ""Paul""","new",3.00364176014832,71
"Self-Duplication","last",3.00353424213159,80
"Doom Magnet","afraid",3.00347690717272,159
"Irony","within",3.00344392477545,723
"Irony","shadow",3.00344392477545,723
"Inconsistent Spelling","hey",3.00339406244229,294
"Damsel in Distress","search",3.00331140576212,499
"The Paladin","these",3.00320766964973,270
"Trap Master","ever",3.00307082078232,62
"Childhood Friends","hope",3.00304162204585,96
"Shipper on Deck","where",3.00299151930766,301
"Disc-One Nuke","fate",3.00292409864147,109
"The Anti-Nihilist","fate",3.00292409864147,109
"Take a Third Option","what",3.00282521890821,291
"Ambiguous Gender","name",3.0028144901129,368
"Ambiguous Gender","rein",3.0028144901129,368
"Revenge","down",3.00280200617008,214
"Posthumous Character","wood",3.00277856087073,747
"The Dragon","defeat",3.00277031294071,777
"Bald of Authority","we",3.00274469845577,32
"Bespectacled Cutie","we",3.00274469845577,32
"Noodle Incident","help",3.00270321792135,197
"Go Out with a Smile","indeed",3.00270321792135,197
"Adipose Rex","about",3.00265860541542,35
"Spin Attack","about",3.00265860541542,35
"Yes-Man","about",3.00265860541542,35
"The Musketeer","about",3.00265860541542,35
"Aloof Ally","about",3.00265860541542,35
"Creator's Apathy","about",3.00265860541542,35
"Darwinist Desire","about",3.00265860541542,35
"Desecrating the Dead","about",3.00265860541542,35
"Enigmatic Minion","about",3.00265860541542,35
"Evil Sounds Raspy","about",3.00265860541542,35
